pixel_id,timestamp,region_id,B2_blue,B3_green,B4_red,B8_nir,B11_swir1
R005_P017,2026-04-08,R005,0.123,0.104,0.149,0.359,0.273
R005_P017,2026-04-15,R005,0.097,0.148,0.164,0.358,0.275
R005_P017,2026-04-22,R005,0.127,0.117,0.173,0.415,0.288
R005_P017,2026-04-29,R005,0.099,0.127,0.16,0.424,0.216
R005_P017,2026-05-06,R005,0.087,0.13,-999.0,0.353,0.298
R005_P017,2026-05-13,R005,0.091,0.126,0.138,0.363,0.292
R005_P017,2026-05-20,R005,0.125,0.14,0.139,0.369,0.284
R005_P018,2026-04-01,R005,0.125,0.162,0.161,0.4,0.238
R005_P018,2026-04-08,R005,0.135,0.141,0.197,0.482,0.251
R005_P018,2026-04-15,R005,0.132,0.143,0.155,0.511,0.291
R005_P018,2026-04-22,R005,0.143,0.137,0.195,0.435,0.243
R005_P018,2026-04-29,R005,0.146,0.177,0.2,0.461,0.272
R005_P018,2026-05-06,R005,0.156,0.17,0.193,0.51,0.266
R005_P018,2026-05-13,R005,0.121,0.145,0.202,0.399,0.24
R005_P018,2026-05-20,R005,0.14,0.139,0.206,0.391,0.277
R005_P019,2026-04-01,R005,0.095,0.112,0.18,0.478,0.278
R005_P019,2026-04-08,R005,0.115,0.132,0.17,0.486,0.219
R005_P019,2026-04-15,R005,0.125,0.128,0.163,0.408,-999.0
R005_P019,2026-04-22,R005,0.096,0.113,0.145,0.421,0.289
R005_P019,2026-04-29,R005,0.096,0.104,0.161,0.463,0.258
R005_P019,2026-05-06,R005,0.12,0.117,0.128,0.49,0.279
R005_P019,2026-05-13,R005,0.121,0.138,0.151,0.371,0.257
R005_P019,2026-05-20,R005,0.1,0.127,-999.0,0.489,0.284
R005_P020,2026-04-01,R005,0.125,0.181,0.171,0.52,0.243
R005_P020,2026-04-08,R005,0.139,0.16,0.2,0.423,0.324
R005_P020,2026-04-15,R005,0.152,0.139,0.212,0.462,0.331
R005_P020,2026-04-22,R005,0.146,0.139,-999.0,0.402,0.317
R005_P020,2026-04-29,R005,0.126,0.153,0.208,0.514,0.324
R005_P020,2026-05-06,R005,0.12,0.156,0.195,0.532,-999.0
R005_P020,2026-05-13,R005,0.146,0.173,0.171,0.477,0.288
R005_P020,2026-05-20,R005,0.136,0.17,0.181,0.46,0.297
R006_P001,2026-04-01,R006,0.135,0.18,0.192,0.416,0.313
R006_P001,2026-04-08,R006,0.119,0.146,0.158,0.532,0.276
R006_P001,2026-04-15,R006,0.156,0.186,0.18,0.424,0.27
R006_P001,2026-04-22,R006,0.143,0.151,0.212,0.442,0.283
R006_P001,2026-04-29,R006,0.166,0.159,0.213,0.439,0.281
R006_P001,2026-05-06,R006,0.132,0.179,0.188,0.471,0.272
R006_P001,2026-05-13,R006,0.143,0.17,0.166,0.417,0.306
R006_P001,2026-05-20,R006,0.136,0.146,0.171,0.445,0.283
R006_P002,2026-04-01,R006,0.122,0.163,0.166,0.481,0.256
R006_P002,2026-04-08,R006,0.121,0.14,-999.0,0.395,0.261
R006_P002,2026-04-15,R006,0.145,0.164,0.17,0.427,0.312
R006_P002,2026-04-22,R006,0.115,0.153,-999.0,0.468,0.271
R006_P002,2026-04-29,R006,0.142,0.121,0.191,0.411,0.228
R006_P002,2026-05-06,R006,0.104,0.16,0.182,0.372,-999.0
R006_P002,2026-05-13,R006,0.115,0.157,0.194,0.48,0.242
R006_P002,2026-05-20,R006,0.13,0.149,0.195,-999.0,0.222
R006_P003,2026-04-01,R006,0.096,0.12,0.149,0.475,0.282
R006_P003,2026-04-08,R006,0.105,0.123,0.126,0.385,0.266
R006_P003,2026-04-15,R006,0.13,0.15,0.135,0.469,0.281
R006_P003,2026-04-22,R006,0.105,0.131,0.148,0.409,0.213
R006_P003,2026-04-29,R006,0.085,0.101,0.167,0.451,0.288
R006_P003,2026-05-06,R006,0.083,0.127,-999.0,0.445,0.252
R006_P003,2026-05-13,R006,0.087,0.124,0.148,0.45,0.262
R006_P003,2026-05-20,R006,0.102,0.131,0.121,0.471,0.296
R006_P004,2026-04-01,R006,0.091,0.138,0.184,0.414,0.292
R006_P004,2026-04-08,R006,0.138,0.149,0.137,0.408,0.277
R006_P004,2026-04-15,R006,0.122,0.141,0.166,0.368,0.209
R006_P004,2026-04-22,R006,0.125,0.117,0.181,0.401,0.244
R006_P004,2026-04-29,R006,0.134,0.128,-999.0,0.436,0.26
R006_P004,2026-05-06,R006,0.089,0.133,0.131,0.474,0.217
R006_P004,2026-05-13,R006,0.101,0.158,0.158,0.43,0.272
R006_P004,2026-05-20,R006,0.091,0.135,0.165,0.385,0.216
R006_P005,2026-04-01,R006,0.083,0.136,0.157,0.401,0.211
R006_P005,2026-04-08,R006,0.102,0.145,0.16,0.365,0.206
R006_P005,2026-04-15,R006,0.129,0.107,0.16,0.481,0.279
R006_P005,2026-04-22,R006,0.117,0.136,0.154,0.432,0.213
R006_P005,2026-04-29,R006,0.122,0.115,0.179,0.428,0.258
R006_P005,2026-05-06,R006,0.102,0.11,0.15,-999.0,0.26
R006_P005,2026-05-13,R006,0.128,0.106,0.125,0.362,0.275
R006_P005,2026-05-20,R006,0.132,0.132,0.127,0.397,0.289
R006_P006,2026-04-01,R006,0.088,0.116,0.142,-999.0,0.209
R006_P006,2026-04-08,R006,0.129,0.127,0.149,0.359,0.304
R006_P006,2026-04-15,R006,0.117,0.144,0.14,0.434,0.237
R006_P006,2026-04-22,R006,0.131,0.156,-999.0,0.378,0.274
R006_P006,2026-04-29,R006,0.09,0.114,0.147,0.38,0.217
R006_P006,2026-05-06,R006,0.096,0.113,0.163,0.381,0.211
R006_P006,2026-05-13,R006,0.105,0.115,0.129,-999.0,0.296
R006_P006,2026-05-20,R006,0.104,0.113,0.132,0.383,0.237
R006_P007,2026-04-01,R006,0.145,0.172,-999.0,0.399,0.33
R006_P007,2026-04-08,R006,0.144,0.136,0.199,0.437,0.241
R006_P007,2026-04-15,R006,0.127,0.168,0.176,0.452,0.255
R006_P007,2026-04-22,R006,0.133,0.173,0.167,0.424,-999.0
R006_P007,2026-04-29,R006,0.148,0.179,0.204,0.498,0.273
R006_P007,2026-05-06,R006,0.155,0.174,0.189,0.481,0.284
R006_P007,2026-05-13,R006,0.124,0.139,0.166,0.404,0.329
R006_P007,2026-05-20,R006,0.146,0.143,0.201,0.466,0.244
R006_P008,2026-04-01,R006,0.136,0.119,0.141,0.367,0.3
R006_P008,2026-04-08,R006,0.125,0.123,0.185,0.381,0.267
R006_P008,2026-04-15,R006,0.104,0.114,0.159,0.497,0.224
R006_P008,2026-04-22,R006,0.113,0.113,-999.0,0.371,0.29
R006_P008,2026-04-29,R006,0.125,0.109,0.163,0.49,0.297
R006_P008,2026-05-06,R006,0.088,0.124,0.145,0.455,0.261
R006_P008,2026-05-13,R006,0.137,0.142,0.134,0.46,0.241
R006_P008,2026-05-20,R006,0.114,0.126,0.18,0.401,0.271
R006_P009,2026-04-01,R006,0.151,0.137,0.161,0.475,0.256
R006_P009,2026-04-08,R006,0.131,0.14,-999.0,0.478,0.33
R006_P009,2026-04-15,R006,0.131,0.15,0.192,0.509,-999.0
R006_P009,2026-04-22,R006,0.126,0.146,0.172,0.487,0.234
R006_P009,2026-04-29,R006,0.116,0.139,0.171,0.389,0.295
R006_P009,2026-05-06,R006,0.13,0.141,-999.0,0.466,0.287
R006_P009,2026-05-13,R006,0.161,0.154,0.195,0.463,0.254
R006_P009,2026-05-20,R006,0.136,0.16,0.166,0.456,0.285
R006_P010,2026-04-01,R006,0.14,0.155,0.196,0.458,0.259
R006_P010,2026-04-08,R006,0.153,0.17,0.173,0.444,0.304
R006_P010,2026-04-15,R006,0.149,0.142,0.162,0.396,0.319
R006_P010,2026-04-22,R006,0.116,0.144,0.201,0.392,0.306
R006_P010,2026-04-29,R006,0.115,0.159,0.19,0.493,0.262
R006_P010,2026-05-06,R006,0.152,0.169,0.158,0.461,0.299
R006_P010,2026-05-13,R006,0.151,0.163,0.175,0.459,0.261
R006_P010,2026-05-20,R006,0.149,0.155,0.16,-999.0,0.261
R006_P011,2026-04-01,R006,0.124,0.155,0.183,0.434,0.287
R006_P011,2026-04-08,R006,0.149,0.151,0.158,0.433,0.293
R006_P011,2026-04-15,R006,0.146,0.162,0.171,0.511,0.282
R006_P011,2026-04-22,R006,0.164,0.168,0.186,0.403,0.334
R006_P011,2026-04-29,R006,0.136,0.143,0.194,0.445,0.33
R006_P011,2026-05-06,R006,0.128,0.182,0.174,0.534,-999.0
R006_P011,2026-05-13,R006,0.12,0.171,0.183,0.478,0.255
R006_P011,2026-05-20,R006,0.127,0.147,0.181,0.439,0.253
R006_P012,2026-04-01,R006,0.122,0.143,0.178,0.514,-999.0
R006_P012,2026-04-08,R006,0.122,0.137,-999.0,0.433,0.274
R006_P012,2026-04-15,R006,0.125,0.175,0.168,0.439,0.333
R006_P012,2026-04-22,R006,0.134,0.138,0.169,0.466,0.243
R006_P012,2026-04-29,R006,0.129,0.177,0.18,0.41,0.239
R006_P012,2026-05-06,R006,0.163,0.142,0.206,0.431,0.237
R006_P012,2026-05-13,R006,0.162,0.18,0.185,0.481,0.246
R006_P012,2026-05-20,R006,0.151,0.138,0.17,0.469,0.335
R006_P013,2026-04-01,R006,0.15,0.136,0.197,0.501,0.251
R006_P013,2026-04-08,R006,0.137,0.138,0.204,0.399,0.294
R006_P013,2026-04-15,R006,0.13,0.16,0.174,0.495,0.261
R006_P013,2026-04-22,R006,0.149,0.136,0.21,0.398,0.297
R006_P013,2026-04-29,R006,0.161,0.178,0.196,0.523,0.265
R006_P013,2026-05-06,R006,0.137,0.154,0.173,0.493,0.25
R006_P013,2026-05-13,R006,0.148,0.156,0.185,0.391,0.324
R006_P013,2026-05-20,R006,0.12,0.166,0.166,0.395,0.238
R006_P014,2026-04-01,R006,0.164,0.154,0.166,0.423,0.282
R006_P014,2026-04-08,R006,0.123,0.158,0.18,0.486,0.329
R006_P014,2026-04-15,R006,0.168,0.147,0.212,0.466,0.261
R006_P014,2026-04-22,R006,0.125,0.168,0.191,0.468,0.331
R006_P014,2026-04-29,R006,0.16,0.188,0.17,0.427,0.299
R006_P014,2026-05-06,R006,0.136,0.18,0.22,0.527,0.317
R006_P014,2026-05-13,R006,0.134,0.15,0.183,0.444,0.281
R006_P014,2026-05-20,R006,0.155,0.168,0.216,0.46,0.296
R006_P015,2026-04-01,R006,0.124,0.174,0.173,0.395,0.253
R006_P015,2026-04-08,R006,0.137,0.157,0.156,0.468,0.243
R006_P015,2026-04-15,R006,0.147,0.146,0.164,0.51,0.274
R006_P015,2026-04-22,R006,0.129,0.156,0.208,0.397,0.326
R006_P015,2026-04-29,R006,0.135,0.143,0.209,0.459,0.331
R006_P015,2026-05-06,R006,0.134,0.142,0.195,0.514,0.25
R006_P015,2026-05-13,R006,0.147,0.153,0.209,0.422,0.267
R006_P015,2026-05-20,R006,0.129,0.177,0.153,0.406,0.307
R006_P016,2026-04-01,R006,0.147,0.154,0.218,0.466,0.296
R006_P016,2026-04-08,R006,0.131,0.195,0.173,0.411,0.324
R006_P016,2026-04-15,R006,0.161,0.192,0.198,0.532,0.327
R006_P016,2026-04-22,R006,0.144,0.168,0.178,0.44,0.269
R006_P016,2026-04-29,R006,0.156,0.179,0.193,0.445,0.335
R006_P016,2026-05-06,R006,0.141,0.181,0.217,0.4,0.301
R006_P016,2026-05-13,R006,0.177,0.188,0.196,0.414,0.277
R006_P016,2026-05-20,R006,0.154,0.169,0.193,0.548,-999.0
R006_P017,2026-04-01,R006,0.129,0.175,0.194,0.473,0.27
R006_P017,2026-04-08,R006,0.147,0.165,0.212,0.409,0.327
R006_P017,2026-04-15,R006,0.143,0.183,0.19,0.502,0.31
R006_P017,2026-04-22,R006,0.152,0.17,0.211,0.398,0.344
R006_P017,2026-04-29,R006,0.155,0.183,0.2,0.476,0.329
R006_P017,2026-05-06,R006,0.165,0.183,0.181,0.421,0.346
R006_P017,2026-05-13,R006,0.154,0.182,0.18,0.453,0.27
R006_P017,2026-05-20,R006,0.16,0.188,0.181,0.476,0.283
R006_P018,2026-04-01,R006,0.142,0.13,0.166,0.421,0.263
R006_P018,2026-04-08,R006,0.148,0.159,0.145,0.482,0.241
R006_P018,2026-04-15,R006,0.104,0.142,0.158,0.485,-999.0
R006_P018,2026-04-22,R006,0.151,0.16,0.178,-999.0,0.256
R006_P018,2026-04-29,R006,0.145,0.162,0.147,0.421,0.316
R006_P018,2026-05-06,R006,0.115,0.162,0.191,0.405,0.315
R006_P018,2026-05-13,R006,0.126,0.159,0.2,0.431,0.295
R006_P018,2026-05-20,R006,0.126,0.165,0.148,0.498,0.296
R006_P019,2026-04-01,R006,0.136,0.186,0.195,-999.0,0.278
R006_P019,2026-04-08,R006,0.161,0.185,0.193,0.465,-999.0
R006_P019,2026-04-15,R006,0.129,0.17,-999.0,0.521,0.317
R006_P019,2026-04-22,R006,0.125,0.152,0.208,0.482,0.271
R006_P019,2026-04-29,R006,0.135,0.145,0.181,0.402,0.245
R006_P019,2026-05-06,R006,0.144,0.179,0.168,0.513,0.241
R006_P019,2026-05-13,R006,0.164,0.183,0.188,0.538,0.257
R006_P019,2026-05-20,R006,0.121,0.159,0.212,0.539,0.266
R006_P020,2026-04-01,R006,0.14,0.173,-999.0,0.387,0.27
R006_P020,2026-04-08,R006,0.117,0.142,0.202,0.429,0.266
R006_P020,2026-04-15,R006,0.121,0.138,0.175,0.416,0.302
R006_P020,2026-04-22,R006,0.126,0.138,0.193,0.45,0.252
R006_P020,2026-04-29,R006,0.136,0.176,0.195,0.515,0.308
R006_P020,2026-05-06,R006,0.118,0.157,0.206,0.449,0.236
R006_P020,2026-05-13,R006,0.134,0.143,0.202,0.52,0.321
R006_P020,2026-05-20,R006,0.126,0.169,0.173,0.524,0.244
R007_P001,2026-04-01,R007,0.146,0.165,0.178,0.527,0.318
R007_P001,2026-04-08,R007,0.17,0.166,0.196,0.445,0.317
R007_P001,2026-04-15,R007,0.142,0.165,0.177,0.436,-999.0
R007_P001,2026-04-22,R007,0.173,0.189,0.203,0.428,0.321
R007_P001,2026-04-29,R007,0.143,0.175,0.207,-999.0,0.282
R007_P001,2026-05-06,R007,0.136,0.198,0.209,0.481,0.303
R007_P001,2026-05-13,R007,0.17,0.196,0.218,0.42,0.254
R007_P001,2026-05-20,R007,0.14,0.18,0.176,0.452,0.331
R007_P002,2026-04-01,R007,0.139,0.139,0.192,0.406,0.301
R007_P002,2026-04-08,R007,0.139,0.152,0.187,0.493,0.253
R007_P002,2026-04-15,R007,0.123,0.174,0.196,0.495,0.282
R007_P002,2026-04-22,R007,0.146,0.15,0.173,0.515,0.303
R007_P002,2026-04-29,R007,0.161,0.181,-999.0,0.445,0.269
R007_P002,2026-05-06,R007,0.122,0.156,0.158,0.531,0.252
R007_P002,2026-05-13,R007,0.142,0.163,0.188,0.44,0.293
R007_P002,2026-05-20,R007,0.15,0.165,0.179,0.402,0.291
R007_P003,2026-04-01,R007,0.11,0.152,0.193,0.406,0.228
R007_P003,2026-04-08,R007,0.108,0.145,0.175,0.449,0.287
R007_P003,2026-04-15,R007,0.141,0.159,0.154,0.414,0.284
R007_P003,2026-04-22,R007,0.112,0.137,0.151,0.379,0.311
R007_P003,2026-04-29,R007,0.137,0.148,0.171,0.393,0.306
R007_P003,2026-05-06,R007,0.137,0.152,0.17,0.39,-999.0
R007_P003,2026-05-13,R007,0.13,0.165,0.166,0.434,0.272
R007_P003,2026-05-20,R007,0.132,0.167,-999.0,0.405,0.267
R007_P004,2026-04-01,R007,0.112,0.158,-999.0,0.412,0.28
R007_P004,2026-04-08,R007,0.11,0.157,0.141,0.5,0.274
R007_P004,2026-04-15,R007,0.129,0.124,0.143,0.461,0.273
R007_P004,2026-04-22,R007,0.101,0.117,0.191,0.412,0.309
R007_P004,2026-04-29,R007,0.108,0.162,0.175,0.462,0.228
R007_P004,2026-05-06,R007,0.111,0.121,0.142,0.405,0.23
R007_P004,2026-05-13,R007,0.142,0.144,0.178,0.434,0.253
R007_P004,2026-05-20,R007,0.123,0.128,0.143,0.437,0.293
R007_P005,2026-04-01,R007,0.122,0.13,0.188,0.505,0.282
R007_P005,2026-04-08,R007,0.138,0.159,0.195,0.417,0.321
R007_P005,2026-04-15,R007,0.12,0.144,0.151,0.505,0.271
R007_P005,2026-04-22,R007,0.156,0.132,0.187,0.431,0.247
R007_P005,2026-04-29,R007,0.139,0.156,0.152,0.491,0.273
R007_P005,2026-05-06,R007,0.136,0.132,-999.0,0.445,0.273
R007_P005,2026-05-13,R007,0.107,0.132,0.189,0.394,0.269
R007_P005,2026-05-20,R007,0.147,0.157,0.199,0.407,0.32
R007_P006,2026-04-01,R007,0.103,0.138,0.178,0.435,0.291
R007_P006,2026-04-08,R007,0.119,0.149,0.178,0.441,0.223
R007_P006,2026-04-15,R007,0.133,0.154,0.169,0.391,0.304
R007_P006,2026-04-22,R007,0.141,0.152,0.189,0.461,0.219
R007_P006,2026-04-29,R007,0.128,0.123,0.178,0.413,0.304
R007_P006,2026-05-06,R007,0.138,0.132,0.182,0.426,0.234
R007_P006,2026-05-13,R007,0.123,0.155,0.148,0.468,0.253
R007_P006,2026-05-20,R007,0.104,0.115,0.167,0.471,0.283
R007_P007,2026-04-01,R007,0.141,0.18,0.203,0.488,0.289
R007_P007,2026-04-08,R007,0.145,0.155,-999.0,0.412,0.241
R007_P007,2026-04-15,R007,0.135,0.164,0.174,0.414,0.317
R007_P007,2026-04-22,R007,0.155,0.179,0.209,0.494,0.306
R007_P007,2026-04-29,R007,0.15,0.132,0.196,0.428,0.308
R007_P007,2026-05-06,R007,0.148,0.151,0.168,0.442,0.323
R007_P007,2026-05-13,R007,0.137,0.176,0.172,0.494,0.258
R007_P007,2026-05-20,R007,0.122,0.179,0.183,0.396,0.232
R007_P008,2026-04-01,R007,0.132,0.162,0.176,0.45,0.294
R007_P008,2026-04-08,R007,0.097,0.158,0.162,0.462,0.265
R007_P008,2026-04-15,R007,0.117,0.162,0.159,0.451,0.289
R007_P008,2026-04-22,R007,0.136,0.132,-999.0,0.505,0.282
R007_P008,2026-04-29,R007,0.133,0.148,0.146,0.38,0.238
R007_P008,2026-05-06,R007,0.12,0.161,0.193,0.457,0.311
R007_P008,2026-05-13,R007,0.133,0.129,0.15,0.481,0.295
R007_P008,2026-05-20,R007,0.097,0.163,0.179,0.507,0.273
R007_P009,2026-04-01,R007,0.131,0.155,0.187,0.401,0.228
R007_P009,2026-04-08,R007,0.11,0.119,-999.0,0.477,0.274
R007_P009,2026-04-15,R007,0.098,0.142,0.171,0.397,0.233
R007_P009,2026-04-22,R007,0.112,0.153,0.173,0.389,0.221
R007_P009,2026-04-29,R007,0.118,0.157,0.172,0.435,0.311
R007_P009,2026-05-06,R007,0.143,0.148,0.187,0.41,0.264
R007_P009,2026-05-13,R007,0.119,0.161,0.161,0.375,-999.0
R007_P009,2026-05-20,R007,0.14,0.118,0.176,0.424,0.231
R007_P010,2026-04-01,R007,0.162,0.159,0.206,0.402,0.297
R007_P010,2026-04-08,R007,0.136,0.149,0.192,0.442,0.303
R007_P010,2026-04-15,R007,0.148,0.178,0.219,0.403,0.336
R007_P010,2026-04-22,R007,0.163,0.188,0.205,0.497,-999.0
R007_P010,2026-04-29,R007,0.142,0.165,0.191,0.538,-999.0
R007_P010,2026-05-06,R007,0.125,0.18,0.211,0.453,0.326
R007_P010,2026-05-13,R007,0.131,0.178,0.21,0.481,0.307
R007_P010,2026-05-20,R007,0.146,0.169,-999.0,0.477,0.248
R007_P011,2026-04-01,R007,0.095,0.117,0.153,0.38,0.226
R007_P011,2026-04-08,R007,0.115,0.125,0.161,0.479,0.295
R007_P011,2026-04-15,R007,0.117,0.129,0.149,0.509,0.291
R007_P011,2026-04-22,R007,0.118,0.115,0.174,0.425,0.264
R007_P011,2026-04-29,R007,0.135,0.157,-999.0,0.509,0.299
R007_P011,2026-05-06,R007,0.131,0.149,-999.0,0.502,0.287
R007_P011,2026-05-13,R007,0.103,0.161,0.161,0.461,0.236
R007_P011,2026-05-20,R007,0.121,0.133,0.134,0.46,0.302
R007_P012,2026-04-01,R007,0.134,0.17,0.179,0.469,0.269
R007_P012,2026-04-08,R007,0.105,0.127,0.185,0.494,-999.0
R007_P012,2026-04-15,R007,0.139,0.142,0.168,0.415,0.313
R007_P012,2026-04-22,R007,0.15,0.146,0.2,0.479,0.274
R007_P012,2026-04-29,R007,0.11,0.148,0.192,0.448,0.278
R007_P012,2026-05-06,R007,0.131,0.158,0.185,-999.0,0.281
R007_P012,2026-05-13,R007,0.125,0.171,0.197,0.38,0.225
R007_P012,2026-05-20,R007,0.136,0.135,0.178,0.411,0.279
R007_P013,2026-04-01,R007,0.137,0.161,0.187,0.523,-999.0
R007_P013,2026-04-08,R007,0.146,0.142,0.165,-999.0,0.305
R007_P013,2026-04-15,R007,0.155,0.138,0.171,0.45,0.25
R007_P013,2026-04-22,R007,0.11,0.154,0.153,0.483,0.238
R007_P013,2026-04-29,R007,0.111,0.144,0.193,0.472,0.296
R007_P013,2026-05-06,R007,0.131,0.168,0.182,-999.0,0.237
R007_P013,2026-05-13,R007,0.148,0.146,0.147,0.424,0.301
R007_P013,2026-05-20,R007,0.143,0.151,0.182,0.429,0.277
R007_P014,2026-04-01,R007,0.136,0.152,0.225,0.43,0.287
R007_P014,2026-04-08,R007,0.154,0.159,0.203,0.545,0.302
R007_P014,2026-04-15,R007,0.142,0.189,0.209,0.517,0.249
R007_P014,2026-04-22,R007,0.136,0.177,0.194,0.545,0.335
R007_P014,2026-04-29,R007,0.154,0.193,0.176,0.493,-999.0
R007_P014,2026-05-06,R007,0.153,0.17,0.185,0.482,0.325
R007_P014,2026-05-13,R007,0.171,0.179,0.207,0.535,0.267
R007_P014,2026-05-20,R007,0.145,0.15,0.186,0.521,-999.0
R007_P015,2026-04-01,R007,0.105,0.129,0.16,-999.0,0.274
R007_P015,2026-04-08,R007,0.129,0.152,0.152,0.428,0.285
R007_P015,2026-04-15,R007,0.117,0.123,0.16,0.475,0.251
R007_P015,2026-04-22,R007,0.122,0.12,0.143,-999.0,0.268
R007_P015,2026-04-29,R007,0.092,0.156,0.133,0.45,0.282
R007_P015,2026-05-06,R007,0.13,0.116,0.167,0.408,0.252
R007_P015,2026-05-13,R007,0.141,0.117,0.181,0.47,0.296
R007_P015,2026-05-20,R007,0.097,0.141,0.14,0.493,0.282
R007_P016,2026-04-01,R007,0.144,0.154,0.185,0.393,0.228
R007_P016,2026-04-08,R007,0.135,0.124,0.153,0.375,0.316
R007_P016,2026-04-15,R007,0.128,0.132,-999.0,0.482,0.221
R007_P016,2026-04-22,R007,0.117,0.122,0.161,0.4,0.228
R007_P016,2026-04-29,R007,0.119,0.134,0.195,0.479,0.255
R007_P016,2026-05-06,R007,0.117,0.163,0.169,0.464,0.248
R007_P016,2026-05-13,R007,0.137,0.145,0.167,0.475,0.306
R007_P016,2026-05-20,R007,0.134,0.159,0.185,0.406,0.303
R007_P017,2026-04-01,R007,0.111,0.153,0.175,0.41,0.282
R007_P017,2026-04-08,R007,0.151,0.164,0.204,0.457,-999.0
R007_P017,2026-04-15,R007,0.149,0.169,0.155,0.395,0.235
R007_P017,2026-04-22,R007,0.121,0.174,0.18,0.509,0.295
R007_P017,2026-04-29,R007,0.141,0.173,0.198,0.403,0.286
R007_P017,2026-05-06,R007,0.143,0.158,0.201,0.479,0.312
R007_P017,2026-05-13,R007,0.117,0.137,0.162,0.404,0.269
R007_P017,2026-05-20,R007,0.154,0.136,0.174,0.426,0.283
R007_P018,2026-04-01,R007,0.098,0.106,0.134,0.438,0.278
R007_P018,2026-04-08,R007,0.091,0.104,0.162,0.435,0.278
R007_P018,2026-04-15,R007,0.106,0.137,0.143,0.451,0.254
R007_P018,2026-04-22,R007,0.104,0.107,0.162,0.478,0.24
R007_P018,2026-04-29,R007,0.118,0.102,0.134,0.373,0.298
R007_P018,2026-05-06,R007,0.082,0.13,0.141,0.464,0.207
R007_P018,2026-05-13,R007,0.117,0.143,0.154,0.456,0.298
R007_P018,2026-05-20,R007,0.086,0.115,0.126,0.377,0.253
R007_P019,2026-04-01,R007,0.153,0.176,0.19,0.492,0.312
R007_P019,2026-04-08,R007,0.147,0.152,0.186,-999.0,0.249
R007_P019,2026-04-15,R007,0.166,0.181,0.165,0.464,0.33
R007_P019,2026-04-22,R007,0.129,0.172,0.191,0.47,0.293
R007_P019,2026-04-29,R007,0.126,0.19,-999.0,0.5,0.259
R007_P019,2026-05-06,R007,0.132,0.183,-999.0,0.48,0.256
R007_P019,2026-05-13,R007,0.143,0.163,0.174,0.42,0.248
R007_P019,2026-05-20,R007,0.129,0.185,0.2,0.433,0.25
R007_P020,2026-04-01,R007,0.104,0.163,0.159,0.384,0.224
R007_P020,2026-04-08,R007,0.144,0.124,0.175,0.462,0.257
R007_P020,2026-04-15,R007,0.096,0.149,0.162,0.455,0.225
R007_P020,2026-04-22,R007,0.117,0.128,0.182,0.401,0.245
R007_P020,2026-04-29,R007,0.127,0.158,0.182,0.485,0.307
R007_P020,2026-05-06,R007,0.11,0.136,0.146,0.476,0.304
R007_P020,2026-05-13,R007,0.14,0.143,0.142,0.476,0.251
R007_P020,2026-05-20,R007,0.121,0.159,0.155,0.426,0.306
R008_P001,2026-04-01,R008,0.121,0.152,0.176,0.492,0.319
R008_P001,2026-04-08,R008,0.153,0.173,0.186,0.459,0.262
R008_P001,2026-04-15,R008,0.141,0.168,0.216,0.519,0.306
R008_P001,2026-04-22,R008,0.133,0.162,0.19,0.415,0.301
R008_P001,2026-04-29,R008,0.161,0.168,0.217,0.464,0.313
R008_P001,2026-05-06,R008,0.16,0.182,0.208,0.509,0.276
R008_P001,2026-05-13,R008,0.142,0.168,0.198,0.482,-999.0
R008_P001,2026-05-20,R008,0.162,0.141,0.182,0.438,0.332
R008_P002,2026-04-01,R008,0.104,0.167,-999.0,0.495,0.298
R008_P002,2026-04-08,R008,0.146,0.169,0.201,0.447,0.278
R008_P002,2026-04-15,R008,0.121,0.167,0.186,0.422,0.251
R008_P002,2026-04-22,R008,0.139,0.142,0.193,0.475,0.261
R008_P002,2026-04-29,R008,0.122,0.154,0.196,0.417,0.241
R008_P002,2026-05-06,R008,0.142,0.17,0.161,0.41,0.31
R008_P002,2026-05-13,R008,0.125,0.133,0.195,0.39,0.313
R008_P002,2026-05-20,R008,0.142,0.147,0.192,0.451,0.263
R008_P003,2026-04-01,R008,0.134,0.113,0.167,0.405,0.259
R008_P003,2026-04-08,R008,0.11,0.116,0.162,0.36,-999.0
R008_P003,2026-04-15,R008,0.125,0.157,0.168,-999.0,0.233
R008_P003,2026-04-22,R008,0.126,0.149,0.162,0.373,0.222
R008_P003,2026-04-29,R008,0.111,0.117,0.156,0.389,0.259
R008_P003,2026-05-06,R008,0.097,0.115,0.149,0.466,0.262
R008_P003,2026-05-13,R008,0.093,0.124,0.173,-999.0,0.271
R008_P003,2026-05-20,R008,0.124,0.119,0.162,-999.0,0.224
R008_P004,2026-04-01,R008,0.096,0.135,0.186,0.48,0.248
R008_P004,2026-04-08,R008,0.105,0.119,0.14,0.492,0.289
R008_P004,2026-04-15,R008,0.132,0.109,0.145,0.425,0.257
R008_P004,2026-04-22,R008,0.09,0.153,0.167,0.503,0.281
R008_P004,2026-04-29,R008,0.134,0.144,0.172,0.467,0.232
R008_P004,2026-05-06,R008,0.106,0.142,0.165,0.442,0.241
R008_P004,2026-05-13,R008,0.12,0.131,0.186,0.483,-999.0
R008_P004,2026-05-20,R008,0.102,0.13,0.143,0.487,0.283
R008_P005,2026-04-01,R008,0.112,0.177,0.199,0.506,0.234
R008_P005,2026-04-08,R008,0.142,0.136,0.154,0.502,0.321
